Dice Combination,Tag A,Tag B,Tag C,Tag D,Total Base,Final Score,Final Multiplier
"1-1-1-1-6-6-6-6","四同","無","雙子星","無",28.00,2520.00,90.00
"1-1-1-1-6-6-6-7","四同","無","中葫蘆","無",29.00,1044.00,36.00
"1-1-1-1-6-6-6-8","四同","無","中葫蘆","無",30.00,1080.00,36.00
"1-1-1-1-6-6-7-7","四同","無","豪華四對子","無",30.00,2025.00,67.50
"1-1-1-1-6-6-7-8","四同","三連順","順碰交響曲","無",31.00,1116.00,36.00
"1-1-1-1-6-6-8-8","四同","無","豪華四對子","無",32.00,2160.00,67.50
"1-1-1-1-6-7-7-7","四同","無","中葫蘆","無",31.00,1116.00,36.00
"1-1-1-1-6-7-7-8","四同","三連順","順碰交響曲","無",32.00,1152.00,36.00
"1-1-1-1-6-7-8-8","四同","三連順","順碰交響曲","無",33.00,1188.00,36.00
"1-1-1-1-6-8-8-8","四同","無","中葫蘆","無",34.00,1224.00,36.00
"1-1-1-1-7-7-7-7","四同","無","雙子星","絕對秩序",32.00,23040.00,720.00
"1-1-1-1-7-7-7-8","四同","無","中葫蘆","無",33.00,1188.00,36.00
"1-1-1-1-7-7-8-8","四同","無","豪華四對子","無",34.00,2295.00,67.50
"1-1-1-1-7-8-8-8","四同","無","中葫蘆","無",35.00,1260.00,36.00
"1-1-1-1-8-8-8-8","四同","無","雙子星","兩極",36.00,97200.00,2700.00
"1-1-1-2-2-2-2-2","五同","無","葫蘆","無",13.00,1170.00,90.00
"1-1-1-2-2-2-2-3","四同","三連順","中葫蘆","無",14.00,1008.00,72.00
"1-1-1-2-2-2-2-4","四同","無","中葫蘆","無",15.00,540.00,36.00
"1-1-1-2-2-2-2-5","四同","無","中葫蘆","無",16.00,576.00,36.00
"1-1-1-2-2-2-2-6","四同","無","中葫蘆","無",17.00,612.00,36.00
"1-1-1-2-2-2-2-7","四同","無","中葫蘆","無",18.00,648.00,36.00
"1-1-1-2-2-2-2-8","四同","無","中葫蘆","無",19.00,684.00,36.00
"1-1-1-2-2-2-3-3","三同","三龍會","碰碰胡","無",15.00,2250.00,150.00
"1-1-1-2-2-2-3-4","三同","三龍會","順碰交響曲","無",16.00,1920.00,120.00
"1-1-1-2-2-2-3-5","三同","三連順","雙三同","無",17.00,297.50,17.50
"1-1-1-2-2-2-3-6","三同","三連順","雙三同","無",18.00,315.00,17.50
"1-1-1-2-2-2-3-7","三同","三連順","雙三同","無",19.00,332.50,17.50
"1-1-1-2-2-2-3-8","三同","三連順","雙三同","無",20.00,350.00,17.50
"1-1-1-2-2-2-4-4","三同","無","碰碰胡","無",17.00,212.50,12.50
"1-1-1-2-2-2-4-5","三同","無","雙三同","無",18.00,157.50,8.75
"1-1-1-2-2-2-4-6","三同","無","雙三同","無",19.00,166.25,8.75
"1-1-1-2-2-2-4-7","三同","無","雙三同","無",20.00,175.00,8.75
"1-1-1-2-2-2-4-8","三同","無","雙三同","無",21.00,183.75,8.75
"1-1-1-2-2-2-5-5","三同","無","碰碰胡","無",19.00,237.50,12.50
"1-1-1-2-2-2-5-6","三同","無","雙三同","無",20.00,175.00,8.75
"1-1-1-2-2-2-5-7","三同","無","雙三同","無",21.00,183.75,8.75
"1-1-1-2-2-2-5-8","三同","無","雙三同","無",22.00,192.50,8.75
"1-1-1-2-2-2-6-6","三同","無","碰碰胡","無",21.00,262.50,12.50
"1-1-1-2-2-2-6-7","三同","無","雙三同","無",22.00,192.50,8.75
"1-1-1-2-2-2-6-8","三同","無","雙三同","無",23.00,201.25,8.75
"1-1-1-2-2-2-7-7","三同","無","碰碰胡","無",23.00,287.50,12.50
"1-1-1-2-2-2-7-8","三同","無","雙三同","無",24.00,210.00,8.75
"1-1-1-2-2-2-8-8","三同","無","碰碰胡","無",25.00,312.50,12.50
"1-1-1-2-2-3-3-3","三同","雙三連順","碰碰胡","無",16.00,600.00,37.50
"1-1-1-2-2-3-3-4","三同","雙三連順","平胡","無",17.00,765.00,45.00
"1-1-1-2-2-3-3-5","三同","雙三連順","小葫蘆","無",18.00,472.50,26.25
"1-1-1-2-2-3-3-6","三同","雙三連順","小葫蘆","無",19.00,498.75,26.25
"1-1-1-2-2-3-3-7","三同","雙三連順","小葫蘆","無",20.00,525.00,26.25
"1-1-1-2-2-3-3-8","三同","雙三連順","小葫蘆","無",21.00,551.25,26.25
"1-1-1-2-2-3-4-4","三同","四連順","順碰交響曲","無",18.00,450.00,25.00
"1-1-1-2-2-3-4-5","三同","五連順","順碰交響曲","無",19.00,665.00,35.00
"1-1-1-2-2-3-4-6","三同","四連順","順碰交響曲","無",20.00,500.00,25.00
"1-1-1-2-2-3-4-7","三同","四連順","順碰交響曲","無",21.00,525.00,25.00
"1-1-1-2-2-3-4-8","三同","四連順","順碰交響曲","無",22.00,550.00,25.00
"1-1-1-2-2-3-5-5","三同","三連順","小葫蘆","無",20.00,350.00,17.50
"1-1-1-2-2-3-5-6","三同","三連順","小葫蘆","無",21.00,367.50,17.50
"1-1-1-2-2-3-5-7","三同","三連順","小葫蘆","無",22.00,385.00,17.50
"1-1-1-2-2-3-5-8","三同","三連順","小葫蘆","無",23.00,402.50,17.50
"1-1-1-2-2-3-6-6","三同","三連順","小葫蘆","無",22.00,385.00,17.50
"1-1-1-2-2-3-6-7","三同","三連順","小葫蘆","無",23.00,402.50,17.50
"1-1-1-2-2-3-6-8","三同","三連順","小葫蘆","無",24.00,420.00,17.50
"1-1-1-2-2-3-7-7","三同","三連順","小葫蘆","無",24.00,420.00,17.50
"1-1-1-2-2-3-7-8","三同","三連順","小葫蘆","無",25.00,437.50,17.50
"1-1-1-2-2-3-8-8","三同","三連順","小葫蘆","無",26.00,455.00,17.50
"1-1-1-2-2-4-4-4","三同","無","碰碰胡","無",19.00,237.50,12.50
"1-1-1-2-2-4-4-5","三同","無","小葫蘆","無",20.00,175.00,8.75
"1-1-1-2-2-4-4-6","三同","無","小葫蘆","無",21.00,183.75,8.75
"1-1-1-2-2-4-4-7","三同","無","小葫蘆","無",22.00,192.50,8.75
"1-1-1-2-2-4-4-8","三同","無","小葫蘆","無",23.00,201.25,8.75
"1-1-1-2-2-4-5-5","三同","無","小葫蘆","無",21.00,183.75,8.75
"1-1-1-2-2-4-5-6","三同","三連順","順碰交響曲","無",22.00,440.00,20.00
"1-1-1-2-2-4-5-7","三同","無","小葫蘆","無",23.00,201.25,8.75
"1-1-1-2-2-4-5-8","三同","無","小葫蘆","無",24.00,210.00,8.75
"1-1-1-2-2-4-6-6","三同","無","小葫蘆","無",23.00,201.25,8.75
"1-1-1-2-2-4-6-7","三同","無","小葫蘆","無",24.00,210.00,8.75
"1-1-1-2-2-4-6-8","三同","無","小葫蘆","無",25.00,218.75,8.75
"1-1-1-2-2-4-7-7","三同","無","小葫蘆","無",25.00,218.75,8.75
"1-1-1-2-2-4-7-8","三同","無","小葫蘆","無",26.00,227.50,8.75
"1-1-1-2-2-4-8-8","三同","無","小葫蘆","無",27.00,236.25,8.75
"1-1-1-2-2-5-5-5","三同","無","碰碰胡","無",22.00,275.00,12.50
"1-1-1-2-2-5-5-6","三同","無","小葫蘆","無",23.00,201.25,8.75
"1-1-1-2-2-5-5-7","三同","無","小葫蘆","無",24.00,210.00,8.75
"1-1-1-2-2-5-5-8","三同","無","小葫蘆","無",25.00,218.75,8.75
"1-1-1-2-2-5-6-6","三同","無","小葫蘆","無",24.00,210.00,8.75
"1-1-1-2-2-5-6-7","三同","三連順","順碰交響曲","無",25.00,500.00,20.00
"1-1-1-2-2-5-6-8","三同","無","小葫蘆","無",26.00,227.50,8.75
"1-1-1-2-2-5-7-7","三同","無","小葫蘆","無",26.00,227.50,8.75
"1-1-1-2-2-5-7-8","三同","無","小葫蘆","無",27.00,236.25,8.75
"1-1-1-2-2-5-8-8","三同","無","小葫蘆","無",28.00,245.00,8.75
"1-1-1-2-2-6-6-6","三同","無","碰碰胡","無",25.00,312.50,12.50
"1-1-1-2-2-6-6-7","三同","無","小葫蘆","無",26.00,227.50,8.75
"1-1-1-2-2-6-6-8","三同","無","小葫蘆","無",27.00,236.25,8.75
"1-1-1-2-2-6-7-7","三同","無","小葫蘆","無",27.00,236.25,8.75
"1-1-1-2-2-6-7-8","三同","三連順","順碰交響曲","無",28.00,560.00,20.00
"1-1-1-2-2-6-8-8","三同","無","小葫蘆","無",29.00,253.75,8.75
"1-1-1-2-2-7-7-7","三同","無","碰碰胡","無",28.00,350.00,12.50
"1-1-1-2-2-7-7-8","三同","無","小葫蘆","無",29.00,253.75,8.75
"1-1-1-2-2-7-8-8","三同","無","小葫蘆","無",30.00,262.50,8.75
"1-1-1-2-2-8-8-8","三同","無","碰碰胡","無",31.00,387.50,12.50
"1-1-1-2-3-3-3-3","四同","三連順","中葫蘆","無",17.00,1224.00,72.00
"1-1-1-2-3-3-3-4","三同","四連順","順碰交響曲","無",18.00,450.00,25.00
"1-1-1-2-3-3-3-5","三同","三連順","雙三同","無",19.00,332.50,17.50
"1-1-1-2-3-3-3-6","三同","三連順","雙三同","無",20.00,350.00,17.50
"1-1-1-2-3-3-3-7","三同","三連順","雙三同","無",21.00,367.50,17.50
"1-1-1-2-3-3-3-8","三同","三連順","雙三同","無",22.00,385.00,17.50
"1-1-1-2-3-3-4-4","三同","四連順","順碰交響曲","無",19.00,475.00,25.00
"1-1-1-2-3-3-4-5","三同","五連順","平胡","無",20.00,1050.00,52.50
"1-1-1-2-3-3-4-6","三同","四連順","順碰交響曲","無",21.00,525.00,25.00
"1-1-1-2-3-3-4-7","三同","四連順","順碰交響曲","無",22.00,550.00,25.00
"1-1-1-2-3-3-4-8","三同","四連順","順碰交響曲","無",23.00,575.00,25.00
"1-1-1-2-3-3-5-5","三同","三連順","小葫蘆","無",21.00,367.50,17.50
"1-1-1-2-3-3-5-6","三同","三連順","小葫蘆","無",22.00,385.00,17.50
"1-1-1-2-3-3-5-7","三同","三連順","小葫蘆","無",23.00,402.50,17.50
"1-1-1-2-3-3-5-8","三同","三連順","小葫蘆","無",24.00,420.00,17.50
"1-1-1-2-3-3-6-6","三同","三連順","小葫蘆","無",23.00,402.50,17.50
"1-1-1-2-3-3-6-7","三同","三連順","小葫蘆","無",24.00,420.00,17.50
"1-1-1-2-3-3-6-8","三同","三連順","小葫蘆","無",25.00,437.50,17.50
"1-1-1-2-3-3-7-7","三同","三連順","小葫蘆","無",25.00,437.50,17.50
"1-1-1-2-3-3-7-8","三同","三連順","小葫蘆","無",26.00,455.00,17.50
"1-1-1-2-3-3-8-8","三同","三連順","小葫蘆","無",27.00,472.50,17.50
"1-1-1-2-3-4-4-4","三同","四連順","順碰交響曲","無",20.00,500.00,25.00
"1-1-1-2-3-4-4-5","三同","五連順","順碰交響曲","無",21.00,735.00,35.00
"1-1-1-2-3-4-4-6","三同","四連順","順碰交響曲","無",22.00,550.00,25.00
"1-1-1-2-3-4-4-7","三同","四連順","順碰交響曲","無",23.00,575.00,25.00
"1-1-1-2-3-4-4-8","三同","四連順","順碰交響曲","無",24.00,600.00,25.00
"1-1-1-2-3-4-5-5","三同","五連順","順碰交響曲","無",22.00,770.00,35.00
"1-1-1-2-3-4-5-6","三同","六連順","平胡","無",23.00,2070.00,90.00
"1-1-1-2-3-4-5-7","三同","五連順","順碰交響曲","無",24.00,840.00,35.00
"1-1-1-2-3-4-5-8","三同","五連順","順碰交響曲","無",25.00,875.00,35.00
"1-1-1-2-3-4-6-6","三同","四連順","順碰交響曲","無",24.00,600.00,25.00
"1-1-1-2-3-4-6-7","三同","四連順","順碰交響曲","無",25.00,625.00,25.00
"1-1-1-2-3-4-6-8","三同","四連順","順碰交響曲","無",26.00,650.00,25.00
"1-1-1-2-3-4-7-7","三同","四連順","順碰交響曲","無",26.00,650.00,25.00
"1-1-1-2-3-4-7-8","三同","四連順","順碰交響曲","無",27.00,675.00,25.00
"1-1-1-2-3-4-8-8","三同","四連順","順碰交響曲","無",28.00,700.00,25.00
"1-1-1-2-3-5-5-5","三同","三連順","順碰交響曲","無",23.00,460.00,20.00
"1-1-1-2-3-5-5-6","三同","三連順","小葫蘆","無",24.00,420.00,17.50
"1-1-1-2-3-5-5-7","三同","三連順","小葫蘆","無",25.00,437.50,17.50
"1-1-1-2-3-5-5-8","三同","三連順","小葫蘆","無",26.00,455.00,17.50
"1-1-1-2-3-5-6-6","三同","三連順","小葫蘆","無",25.00,437.50,17.50
"1-1-1-2-3-5-6-7","三同","雙三連順","平胡","無",26.00,1170.00,45.00
"1-1-1-2-3-5-6-8","三同","三連順","無","無",27.00,135.00,5.00
"1-1-1-2-3-5-7-7","三同","三連順","小葫蘆","無",27.00,472.50,17.50
"1-1-1-2-3-5-7-8","三同","三連順","無","無",28.00,140.00,5.00
"1-1-1-2-3-5-8-8","三同","三連順","小葫蘆","無",29.00,507.50,17.50
"1-1-1-2-3-6-6-6","三同","三連順","順碰交響曲","無",26.00,520.00,20.00
"1-1-1-2-3-6-6-7","三同","三連順","小葫蘆","無",27.00,472.50,17.50
"1-1-1-2-3-6-6-8","三同","三連順","小葫蘆","無",28.00,490.00,17.50
"1-1-1-2-3-6-7-7","三同","三連順","小葫蘆","無",28.00,490.00,17.50
"1-1-1-2-3-6-7-8","三同","雙三連順","平胡","無",29.00,1305.00,45.00
"1-1-1-2-3-6-8-8","三同","三連順","小葫蘆","無",30.00,525.00,17.50
"1-1-1-2-3-7-7-7","三同","三連順","順碰交響曲","無",29.00,580.00,20.00
"1-1-1-2-3-7-7-8","三同","三連順","小葫蘆","無",30.00,525.00,17.50
"1-1-1-2-3-7-8-8","三同","三連順","小葫蘆","無",31.00,542.50,17.50
"1-1-1-2-3-8-8-8","三同","三連順","順碰交響曲","無",32.00,640.00,20.00
"1-1-1-2-4-4-4-4","四同","無","中葫蘆","無",21.00,756.00,36.00
"1-1-1-2-4-4-4-5","三同","無","雙三同","無",22.00,192.50,8.75
"1-1-1-2-4-4-4-6","三同","無","雙三同","無",23.00,201.25,8.75
"1-1-1-2-4-4-4-7","三同","無","雙三同","無",24.00,210.00,8.75
"1-1-1-2-4-4-4-8","三同","無","雙三同","無",25.00,218.75,8.75
"1-1-1-2-4-4-5-5","三同","無","小葫蘆","無",23.00,201.25,8.75
"1-1-1-2-4-4-5-6","三同","三連順","順碰交響曲","無",24.00,480.00,20.00
"1-1-1-2-4-4-5-7","三同","無","小葫蘆","無",25.00,218.75,8.75
"1-1-1-2-4-4-5-8","三同","無","小葫蘆","無",26.00,227.50,8.75
"1-1-1-2-4-4-6-6","三同","無","小葫蘆","無",25.00,218.75,8.75
"1-1-1-2-4-4-6-7","三同","無","小葫蘆","無",26.00,227.50,8.75
"1-1-1-2-4-4-6-8","三同","無","小葫蘆","無",27.00,236.25,8.75
"1-1-1-2-4-4-7-7","三同","無","小葫蘆","無",27.00,236.25,8.75
"1-1-1-2-4-4-7-8","三同","無","小葫蘆","無",28.00,245.00,8.75
"1-1-1-2-4-4-8-8","三同","無","小葫蘆","無",29.00,253.75,8.75
"1-1-1-2-4-5-5-5","三同","無","雙三同","無",24.00,210.00,8.75
"1-1-1-2-4-5-5-6","三同","三連順","順碰交響曲","無",25.00,500.00,20.00
"1-1-1-2-4-5-5-7","三同","無","小葫蘆","無",26.00,227.50,8.75
"1-1-1-2-4-5-5-8","三同","無","小葫蘆","無",27.00,236.25,8.75
"1-1-1-2-4-5-6-6","三同","三連順","順碰交響曲","無",26.00,520.00,20.00
"1-1-1-2-4-5-6-7","三同","四連順","順碰交響曲","無",27.00,675.00,25.00
"1-1-1-2-4-5-6-8","三同","三連順","順碰交響曲","無",28.00,560.00,20.00
"1-1-1-2-4-5-7-7","三同","無","小葫蘆","無",28.00,245.00,8.75
"1-1-1-2-4-5-7-8","三同","無","無","無",29.00,72.50,2.50
"1-1-1-2-4-5-8-8","三同","無","小葫蘆","無",30.00,262.50,8.75
"1-1-1-2-4-6-6-6","三同","無","雙三同","無",27.00,236.25,8.75
"1-1-1-2-4-6-6-7","三同","無","小葫蘆","無",28.00,245.00,8.75
"1-1-1-2-4-6-6-8","三同","無","小葫蘆","無",29.00,253.75,8.75
"1-1-1-2-4-6-7-7","三同","無","小葫蘆","無",29.00,253.75,8.75
"1-1-1-2-4-6-7-8","三同","三連順","順碰交響曲","無",30.00,600.00,20.00
"1-1-1-2-4-6-8-8","三同","無","小葫蘆","無",31.00,271.25,8.75
"1-1-1-2-4-7-7-7","三同","無","雙三同","無",30.00,262.50,8.75
"1-1-1-2-4-7-7-8","三同","無","小葫蘆","無",31.00,271.25,8.75
"1-1-1-2-4-7-8-8","三同","無","小葫蘆","無",32.00,280.00,8.75
"1-1-1-2-4-8-8-8","三同","無","雙三同","無",33.00,288.75,8.75
"1-1-1-2-5-5-5-5","四同","無","中葫蘆","無",25.00,900.00,36.00
"1-1-1-2-5-5-5-6","三同","無","雙三同","無",26.00,227.50,8.75
"1-1-1-2-5-5-5-7","三同","無","雙三同","無",27.00,236.25,8.75
"1-1-1-2-5-5-5-8","三同","無","雙三同","無",28.00,245.00,8.75
"1-1-1-2-5-5-6-6","三同","無","小葫蘆","無",27.00,236.25,8.75
"1-1-1-2-5-5-6-7","三同","三連順","順碰交響曲","無",28.00,560.00,20.00
"1-1-1-2-5-5-6-8","三同","無","小葫蘆","無",29.00,253.75,8.75
"1-1-1-2-5-5-7-7","三同","無","小葫蘆","無",29.00,253.75,8.75
"1-1-1-2-5-5-7-8","三同","無","小葫蘆","無",30.00,262.50,8.75
"1-1-1-2-5-5-8-8","三同","無","小葫蘆","無",31.00,271.25,8.75
"1-1-1-2-5-6-6-6","三同","無","雙三同","無",28.00,245.00,8.75
"1-1-1-2-5-6-6-7","三同","三連順","順碰交響曲","無",29.00,580.00,20.00
"1-1-1-2-5-6-6-8","三同","無","小葫蘆","無",30.00,262.50,8.75
"1-1-1-2-5-6-7-7","三同","三連順","順碰交響曲","無",30.00,600.00,20.00
"1-1-1-2-5-6-7-8","三同","四連順","順碰交響曲","無",31.00,775.00,25.00
"1-1-1-2-5-6-8-8","三同","無","小葫蘆","無",32.00,280.00,8.75
"1-1-1-2-5-7-7-7","三同","無","雙三同","無",31.00,271.25,8.75
"1-1-1-2-5-7-7-8","三同","無","小葫蘆","無",32.00,280.00,8.75
"1-1-1-2-5-7-8-8","三同","無","小葫蘆","無",33.00,288.75,8.75
"1-1-1-2-5-8-8-8","三同","無","雙三同","無",34.00,297.50,8.75
"1-1-1-2-6-6-6-6","四同","無","中葫蘆","無",29.00,1044.00,36.00
"1-1-1-2-6-6-6-7","三同","無","雙三同","無",30.00,262.50,8.75
"1-1-1-2-6-6-6-8","三同","無","雙三同","無",31.00,271.25,8.75
"1-1-1-2-6-6-7-7","三同","無","小葫蘆","無",31.00,271.25,8.75
"1-1-1-2-6-6-7-8","三同","三連順","順碰交響曲","無",32.00,640.00,20.00
"1-1-1-2-6-6-8-8","三同","無","小葫蘆","無",33.00,288.75,8.75
"1-1-1-2-6-7-7-7","三同","無","雙三同","無",32.00,280.00,8.75
"1-1-1-2-6-7-7-8","三同","三連順","順碰交響曲","無",33.00,660.00,20.00
"1-1-1-2-6-7-8-8","三同","三連順","順碰交響曲","無",34.00,680.00,20.00
"1-1-1-2-6-8-8-8","三同","無","雙三同","無",35.00,306.25,8.75
"1-1-1-2-7-7-7-7","四同","無","中葫蘆","無",33.00,1188.00,36.00
"1-1-1-2-7-7-7-8","三同","無","雙三同","無",34.00,297.50,8.75
"1-1-1-2-7-7-8-8","三同","無","小葫蘆","無",35.00,306.25,8.75
"1-1-1-2-7-8-8-8","三同","無","雙三同","無",36.00,315.00,8.75
"1-1-1-2-8-8-8-8","四同","無","中葫蘆","無",37.00,1332.00,36.00
"1-1-1-3-3-3-3-3","五同","無","葫蘆","絕對秩序",18.00,12960.00,720.00
"1-1-1-3-3-3-3-4","四同","無","中葫蘆","無",19.00,684.00,36.00
"1-1-1-3-3-3-3-5","四同","無","中葫蘆","絕對秩序",20.00,5760.00,288.00
"1-1-1-3-3-3-3-6","四同","無","中葫蘆","無",21.00,756.00,36.00
"1-1-1-3-3-3-3-7","四同","無","中葫蘆","絕對秩序",22.00,6336.00,288.00
"1-1-1-3-3-3-3-8","四同","無","中葫蘆","無",23.00,828.00,36.00
"1-1-1-3-3-3-4-4","三同","無","碰碰胡","無",20.00,250.00,12.50
"1-1-1-3-3-3-4-5","三同","三連順","順碰交響曲","無",21.00,420.00,20.00
"1-1-1-3-3-3-4-6","三同","無","雙三同","無",22.00,192.50,8.75
"1-1-1-3-3-3-4-7","三同","無","雙三同","無",23.00,201.25,8.75
"1-1-1-3-3-3-4-8","三同","無","雙三同","無",24.00,210.00,8.75
"1-1-1-3-3-3-5-5","三同","無","碰碰胡","絕對秩序",22.00,2200.00,100.00
"1-1-1-3-3-3-5-6","三同","無","雙三同","無",23.00,201.25,8.75
"1-1-1-3-3-3-5-7","三同","無","雙三同","絕對秩序",24.00,1680.00,70.00
"1-1-1-3-3-3-5-8","三同","無","雙三同","無",25.00,218.75,8.75
"1-1-1-3-3-3-6-6","三同","無","碰碰胡","無",24.00,300.00,12.50
"1-1-1-3-3-3-6-7","三同","無","雙三同","無",25.00,218.75,8.75
"1-1-1-3-3-3-6-8","三同","無","雙三同","無",26.00,227.50,8.75
"1-1-1-3-3-3-7-7","三同","無","碰碰胡","絕對秩序",26.00,2600.00,100.00
"1-1-1-3-3-3-7-8","三同","無","雙三同","無",27.00,236.25,8.75
"1-1-1-3-3-3-8-8","三同","無","碰碰胡","無",28.00,350.00,12.50
"1-1-1-3-3-4-4-4","三同","無","碰碰胡","無",21.00,262.50,12.50
"1-1-1-3-3-4-4-5","三同","三連順","順碰交響曲","無",22.00,440.00,20.00
"1-1-1-3-3-4-4-6","三同","無","小葫蘆","無",23.00,201.25,8.75
"1-1-1-3-3-4-4-7","三同","無","小葫蘆","無",24.00,210.00,8.75
"1-1-1-3-3-4-4-8","三同","無","小葫蘆","無",25.00,218.75,8.75
"1-1-1-3-3-4-5-5","三同","三連順","順碰交響曲","無",23.00,460.00,20.00
"1-1-1-3-3-4-5-6","三同","四連順","順碰交響曲","無",24.00,600.00,25.00
"1-1-1-3-3-4-5-7","三同","三連順","順碰交響曲","無",25.00,500.00,20.00
"1-1-1-3-3-4-5-8","三同","三連順","順碰交響曲","無",26.00,520.00,20.00
"1-1-1-3-3-4-6-6","三同","無","小葫蘆","無",25.00,218.75,8.75
"1-1-1-3-3-4-6-7","三同","無","小葫蘆","無",26.00,227.50,8.75
"1-1-1-3-3-4-6-8","三同","無","小葫蘆","無",27.00,236.25,8.75
"1-1-1-3-3-4-7-7","三同","無","小葫蘆","無",27.00,236.25,8.75
"1-1-1-3-3-4-7-8","三同","無","小葫蘆","無",28.00,245.00,8.75
"1-1-1-3-3-4-8-8","三同","無","小葫蘆","無",29.00,253.75,8.75
"1-1-1-3-3-5-5-5","三同","無","碰碰胡","絕對秩序",24.00,2400.00,100.00
"1-1-1-3-3-5-5-6","三同","無","小葫蘆","無",25.00,218.75,8.75
"1-1-1-3-3-5-5-7","三同","無","小葫蘆","絕對秩序",26.00,1820.00,70.00
"1-1-1-3-3-5-5-8","三同","無","小葫蘆","無",27.00,236.25,8.75
"1-1-1-3-3-5-6-6","三同","無","小葫蘆","無",26.00,227.50,8.75
"1-1-1-3-3-5-6-7","三同","三連順","順碰交響曲","無",27.00,540.00,20.00
"1-1-1-3-3-5-6-8","三同","無","小葫蘆","無",28.00,245.00,8.75
"1-1-1-3-3-5-7-7","三同","無","小葫蘆","絕對秩序",28.00,1960.00,70.00
"1-1-1-3-3-5-7-8","三同","無","小葫蘆","無",29.00,253.75,8.75
"1-1-1-3-3-5-8-8","三同","無","小葫蘆","無",30.00,262.50,8.75
"1-1-1-3-3-6-6-6","三同","無","碰碰胡","無",27.00,337.50,12.50
"1-1-1-3-3-6-6-7","三同","無","小葫蘆","無",28.00,245.00,8.75
"1-1-1-3-3-6-6-8","三同","無","小葫蘆","無",29.00,253.75,8.75
"1-1-1-3-3-6-7-7","三同","無","小葫蘆","無",29.00,253.75,8.75
"1-1-1-3-3-6-7-8","三同","三連順","順碰交響曲","無",30.00,600.00,20.00
"1-1-1-3-3-6-8-8","三同","無","小葫蘆","無",31.00,271.25,8.75
"1-1-1-3-3-7-7-7","三同","無","碰碰胡","絕對秩序",30.00,3000.00,100.00
"1-1-1-3-3-7-7-8","三同","無","小葫蘆","無",31.00,271.25,8.75
"1-1-1-3-3-7-8-8","三同","無","小葫蘆","無",32.00,280.00,8.75
"1-1-1-3-3-8-8-8","三同","無","碰碰胡","無",33.00,412.50,12.50
"1-1-1-3-4-4-4-4","四同","無","中葫蘆","無",22.00,792.00,36.00
"1-1-1-3-4-4-4-5","三同","三連順","順碰交響曲","無",23.00,460.00,20.00
"1-1-1-3-4-4-4-6","三同","無","雙三同","無",24.00,210.00,8.75
"1-1-1-3-4-4-4-7","三同","無","雙三同","無",25.00,218.75,8.75
"1-1-1-3-4-4-4-8","三同","無","雙三同","無",26.00,227.50,8.75
"1-1-1-3-4-4-5-5","三同","三連順","順碰交響曲","無",24.00,480.00,20.00
"1-1-1-3-4-4-5-6","三同","四連順","順碰交響曲","無",25.00,625.00,25.00
"1-1-1-3-4-4-5-7","三同","三連順","順碰交響曲","無",26.00,520.00,20.00
"1-1-1-3-4-4-5-8","三同","三連順","順碰交響曲","無",27.00,540.00,20.00
"1-1-1-3-4-4-6-6","三同","無","小葫蘆","無",26.00,227.50,8.75
"1-1-1-3-4-4-6-7","三同","無","小葫蘆","無",27.00,236.25,8.75
"1-1-1-3-4-4-6-8","三同","無","小葫蘆","無",28.00,245.00,8.75
